Date,Open,Volume,Low,High,Close
"Feb 08, 2014",699.57,38742600,661.87,721.82,673.92
"Feb 09, 2014",671.46,39311400,655.25,712.27,682.9
"Feb 10, 2014",681.32,112758000,550.5,703.71,681.03
"Feb 11, 2014",683.5,72745200,636.66,712.46,672.17
"Feb 12, 2014",672.38,25367600,643.04,672.9,651.72
"Feb 13, 2014",651.08,38588100,601.91,657.99,605.24
"Feb 14, 2014",601.17,102506000,541.04,691.72,661.99
"Feb 15, 2014",660.9,26709200,632.84,661.84,650.92
"Feb 16, 2014",651.3,40061700,584.17,665.1,616.63
"Feb 17, 2014",614.23,31948400,607.31,656.95,626.27
"Feb 18, 2014",627.16,20015100,612.54,645.76,626.6
"Feb 19, 2014",625.97,13897800,618.7,631.77,623.03
"Feb 20, 2014",623.09,46905000,556.14,627.73,556.14
"Feb 21, 2014",556.88,47308100,530.47,582.96,574.16
"Feb 22, 2014",574.24,31254000,558.58,614.48,605.42
"Feb 23, 2014",606.47,31434400,599.7,639.91,605.82
"Feb 24, 2014",606.04,57893900,538.7,607.61,546.32
"Feb 25, 2014",540.24,126314000,420.41,541.38,538.71
"Feb 26, 2014",537.04,64642700,532.58,603.8,582.69
"Feb 27, 2014",581.65,25540800,566.62,594.05,578.77
"Feb 28, 2014",579.7,28076100,545.17,584.14,549.26
"Mar 01, 2014",549.92,18668100,539.29,573.38,565.61
"Mar 02, 2014",567.23,7950760,553.27,570.48,559.79
"Mar 03, 2014",562.56,96056900,560.52,702.91,667.76
"Mar 04, 2014",668.24,55344600,655.68,696.22,666.78
"Mar 05, 2014",666.24,22461900,646.28,674.28,665.51
"Mar 06, 2014",664.52,16068100,649.79,669.77,663.86
"Mar 07, 2014",664.31,34150800,616.35,665.34,629.15
"Mar 08, 2014",629.66,18654200,604.46,635.14,617.45
"Mar 09, 2014",616.31,15396500,612.35,643.95,636.96
"Mar 10, 2014",636.33,20639800,615.02,644.76,627.79
"Mar 11, 2014",627.95,11732500,618.84,638.42,634.11
"Mar 12, 2014",631.91,18621200,629.51,648.03,632.1
"Mar 13, 2014",633.62,11634900,630.85,644.2,638.14
"Mar 14, 2014",638.14,11913800,627.21,639.53,628.8
"Mar 15, 2014",629.37,4342080,627.3,639.14,636.12
"Mar 16, 2014",636.5,5277290,628.11,637.52,631.11
"Mar 17, 2014",630.92,14648200,616.86,632.68,622.37
"Mar 18, 2014",621.84,24011500,603.8,622.39,614.83
"Mar 19, 2014",613.9,14228900,609.1,622,609.89
"Mar 20, 2014",609.75,20572900,587.49,609.75,588.77
"Mar 21, 2014",588.29,38414100,561.81,604.59,571.49
"Mar 22, 2014",571.18,17360700,554.39,572.55,565.04
"Mar 23, 2014",565.76,9288400,560.88,570.24,561.27
"Mar 24, 2014",562.51,22706900,551.77,586.56,583.41
"Mar 25, 2014",585.03,14020100,572.61,585.44,583.92
"Mar 26, 2014",583.48,16401100,570.96,590.03,580.83
"Mar 27, 2014",580.26,62225400,471.24,580.56,471.24
"Mar 28, 2014",477.14,58828300,473.23,526.02,495.67
"Mar 29, 2014",501.71,11147100,489.73,504.86,491.17
"Mar 30, 2014",492.37,42958300,444.18,492.37,460.27
"Mar 31, 2014",462.3,28254000,443.37,483.02,457
"Apr 01, 2014",457,35685800,457,495.34,478.38
"Apr 02, 2014",479.14,49647600,431.27,495.05,437.14
"Apr 03, 2014",436.44,40765500,414.89,449.56,444.72
"Apr 04, 2014",445.66,22925500,429.09,454.65,447.53
"Apr 05, 2014",446.68,13404500,444.2,463.57,461.91
"Apr 06, 2014",463.4,10241400,452.97,466.32,460.5
"Apr 07, 2014",461.47,15616600,445.12,462.56,449.42
"Apr 08, 2014",447.61,10921600,446.11,457.42,453.09
"Apr 09, 2014",453.18,13204400,441.93,455.73,442.73
"Apr 10, 2014",442.26,55868300,358.73,443.37,365.18
"Apr 11, 2014",363.71,62562800,351.27,429.77,420.95
"Apr 12, 2014",420.89,19226500,415.79,439.61,421.12
"Apr 13, 2014",421.46,22493500,395.25,427.4,414.06
"Apr 14, 2014",414.83,50730200,407.37,469.75,458.79
"Apr 15, 2014",458.37,49561000,453.54,519,515.59
"Apr 16, 2014",522.18,56480100,502.78,542.38,527.39
"Apr 17, 2014",529.07,34025500,484.87,533.52,495.96
"Apr 18, 2014",495.8,19042400,472.74,498.6,479.64
"Apr 19, 2014",479.58,19588200,470.56,503.56,501.56
"Apr 20, 2014",501.75,12103100,490.84,510.87,498.17
"Apr 21, 2014",497.74,15171400,493.2,510.57,495.77
"Apr 22, 2014",495.45,11670900,487.58,503.22,487.92
"Apr 23, 2014",488.36,9814530,485.82,493.25,491.3
"Apr 24, 2014",490.82,13009400,482.95,500.46,500.46
"Apr 25, 2014",500.09,46856500,442.95,500.3,461.45
"Apr 26, 2014",461.7,12214600,449.1,464.54,458.6
"Apr 27, 2014",457.24,10949500,436.39,459.33,436.39
"Apr 28, 2014",430.72,23876600,422.94,447.53,440.29
"Apr 29, 2014",439.98,16401400,435.18,451.64,447.21
"Apr 30, 2014",446.89,15244900,436.7,451.1,447.64
"May 01, 2014",447.63,12871800,447.63,460.61,457.76
"May 02, 2014",457.36,10394200,443.4,457.93,449.38
"May 03, 2014",449.4,9849640,430.68,449.4,437.76
"May 04, 2014",438.52,5621260,430.05,439.77,436.4
"May 05, 2014",434.78,10004800,427.62,440.97,433.48
"May 06, 2014",433.36,12507300,423.25,448.04,428.96
"May 07, 2014",429.34,18332200,428.45,446.13,438.82
"May 08, 2014",438.68,9446580,438.14,448.4,440.17
"May 09, 2014",440.18,10347900,440.14,452.69,449.46
"May 10, 2014",450.46,6682600,448.47,455.77,454.43
"May 11, 2014",453.92,12251700,433.4,455.34,438.89
"May 12, 2014",438.3,7383770,434.23,442.26,441.46
"May 13, 2014",441.53,7682670,436.97,441.98,440.67
"May 14, 2014",440.59,9472960,440.5,446.66,443.97
"May 15, 2014",444.14,7362980,443.63,449.8,447.25
"May 16, 2014",447.39,6475100,444.96,450.66,448.06
"May 17, 2014",448.12,2945790,447.3,451.98,448.9
"May 18, 2014",448.7,2857830,444.78,449.77,446.26
"May 19, 2014",446.08,6242620,443.1,447.56,446.18
"May 20, 2014",446.31,40327500,446.01,491.44,485.72
"May 21, 2014",485.8,14626000,483.49,494.37,491.77
"May 22, 2014",492.05,33086500,490.19,525.36,524.58
"May 23, 2014",525.72,34934700,520.08,541.96,520.22
"May 24, 2014",521.05,11499300,516.28,525.17,525.14
"May 25, 2014",525.23,47010300,525.23,576.48,571.59
"May 26, 2014",571.39,29959800,565.33,588.39,583.42
"May 27, 2014",582.59,38032000,554.43,589.52,571.24
"May 28, 2014",571.91,19289000,564.09,578.62,577.06
"May 29, 2014",576.33,18707800,561.6,577.1,568.18
"May 30, 2014",568.18,31985400,568.16,618.46,615.33
"May 31, 2014",615.69,15107100,604.47,624.72,623.68
"Jun 01, 2014",623.69,45259100,619.91,671.51,630.23
"Jun 02, 2014",629.64,45450200,618.75,665.5,660.62
"Jun 03, 2014",660.55,40653700,650.78,674.11,667.61
"Jun 04, 2014",666.77,37731500,624.09,668.56,641.61
"Jun 05, 2014",641.07,29621300,640.09,663.53,659.26
"Jun 06, 2014",659.28,18680100,652.3,661.37,653.7
"Jun 07, 2014",653.52,15855300,644.91,656.94,654.97
"Jun 08, 2014",654.99,8614190,653.47,658.88,656.14
"Jun 09, 2014",655.64,19065400,644.39,657.7,649.16
"Jun 10, 2014",650.04,17913400,646.56,659.62,653.15
"Jun 11, 2014",653.19,25163800,632.55,657.04,633.02
"Jun 12, 2014",633.43,50818800,573.27,638.11,586.95
"Jun 13, 2014",585.7,35700700,585.7,615.14,600.16
"Jun 14, 2014",600.75,38481200,549.82,601.27,577.36
"Jun 15, 2014",575.93,23580900,554.89,592.94,592.94
"Jun 16, 2014",592.65,28677500,587.07,608.72,592.19
"Jun 17, 2014",591.59,18597300,590.4,610.89,610.86
"Jun 18, 2014",609.77,17862000,604.4,615.88,607.96
"Jun 19, 2014",608.07,12803800,597.02,612.24,598.07
"Jun 20, 2014",597.4,18134100,587.76,599.75,594.15
"Jun 21, 2014",593.68,9256290,587.74,599.46,594.99
"Jun 22, 2014",595.9,10877700,594.63,606,602.27
"Jun 23, 2014",602.16,14053800,586.34,603.21,593.98
"Jun 24, 2014",593.97,14144900,582.36,596.97,582.36
"Jun 25, 2014",581.81,20687700,565.63,583.6,566.34
"Jun 26, 2014",566.14,14655900,564.73,581.63,581.14
"Jun 27, 2014",581.3,20814600,579.88,600.12,597.26
"Jun 28, 2014",599.08,13398100,595.92,604.47,596.55
"Jun 29, 2014",596.33,8897470,596.16,604.08,602.72
"Jun 30, 2014",602.62,46422400,599.88,645.15,639.8
"Jul 01, 2014",641.39,38446300,640.11,657.86,640.81
"Jul 02, 2014",641.04,25768200,638.34,656.68,650.88
"Jul 03, 2014",650.77,18949000,641.3,650.77,645.16
"Jul 04, 2014",644.65,22237200,629.4,648.43,630.69
"Jul 05, 2014",629.95,9105940,628,633.22,631.46
"Jul 06, 2014",631.77,10080000,631.16,638.65,635.81
"Jul 07, 2014",635.46,17813600,617.01,637.16,624.09
"Jul 08, 2014",622.57,10005500,620.91,626.7,624.82
"Jul 09, 2014",625.22,9819150,622.6,627,624.51
"Jul 10, 2014",624.83,15880700,612.35,626.12,616.76
"Jul 11, 2014",616.66,16467100,615.77,632.09,632
"Jul 12, 2014",631.88,13329000,626.98,636.66,633.71
"Jul 13, 2014",634.22,11291000,624.91,634.73,626.5
"Jul 14, 2014",626.56,12706800,617.32,627.34,619.32
"Jul 15, 2014",620,10873200,619.63,625.14,621.59
"Jul 16, 2014",622.01,13182400,615.33,623.09,616.8
"Jul 17, 2014",616.54,16576700,608.4,626.29,623.09
"Jul 18, 2014",622.37,14158100,620.47,629.21,628.78
"Jul 19, 2014",629.17,7222030,624.6,629.17,628.51
"Jul 20, 2014",628.56,5760120,622.77,628.56,623.9
"Jul 21, 2014",623.95,10711900,619.11,624.09,622.21
"Jul 22, 2014",622.27,9602880,620.96,624.3,621.55
"Jul 23, 2014",621.12,11056600,618.29,624.43,619.41
"Jul 24, 2014",619.5,20917200,595.57,620.43,601.73
"Jul 25, 2014",601.51,12279500,597.23,607.07,601.09
"Jul 26, 2014",601.54,10752900,593.96,602.09,595.81
"Jul 27, 2014",595.67,7774230,593.43,598.94,593.85
"Jul 28, 2014",594.14,19316400,575.18,594.57,585.69
"Jul 29, 2014",585.55,11275400,581.7,588.38,584.73
"Jul 30, 2014",584.74,14898800,564.9,585.12,567.29
"Jul 31, 2014",567.37,22467900,564.51,586.24,586.24
"Aug 01, 2014",586.2,18215900,583.63,597.92,594.92
"Aug 02, 2014",594.9,8359080,586.15,594.91,589.33
"Aug 03, 2014",588.89,9917990,581.65,589.15,586.67
"Aug 04, 2014",586.23,9867570,583.74,591.95,588.78
"Aug 05, 2014",589.01,10790800,584.1,589.87,585.44
"Aug 06, 2014",585.95,14497900,583.1,587.49,584.65
"Aug 07, 2014",584.65,11131400,584.05,591.1,588.87
