Date,Open,Volume,Low,High,Close
"Sep 17, 2015",229.08,18935400,228.93,230.28,229.81
"Sep 18, 2015",233.52,20242200,232.19,234.35,232.97
"Sep 19, 2015",232.86,12712600,231.09,233.21,231.49
"Sep 20, 2015",231.4,14444700,230.91,232.37,231.21
"Sep 21, 2015",231.22,19678800,226.52,231.22,227.09
"Sep 22, 2015",226.97,25009300,225.12,232.39,230.62
"Sep 23, 2015",230.94,17254100,229.59,231.84,230.28
"Sep 24, 2015",230.36,25097800,230.29,235.65,234.53
"Sep 25, 2015",234.36,22363600,233.68,237.43,235.14
"Sep 26, 2015",235.08,13724100,233.36,235.4,234.34
"Sep 27, 2015",234.14,14179900,232.48,234.53,232.76
"Sep 28, 2015",232.84,24713000,232.47,239.34,239.14
"Sep 29, 2015",239.02,22691300,235.93,239.8,236.69
"Sep 30, 2015",236.64,19743500,235.63,237.73,236.06
"Oct 01, 2015",236,20488800,235.62,238.44,237.55
"Oct 02, 2015",237.26,19677900,236.6,238.54,237.29
"Oct 03, 2015",237.2,16482700,236.94,239.31,238.73
"Oct 04, 2015",238.53,12999000,237.94,238.97,238.26
"Oct 05, 2015",238.15,23335900,237.03,240.38,240.38
"Oct 06, 2015",240.36,27535100,240.14,246.94,246.06
"Oct 07, 2015",246.17,22999200,242.59,246.68,242.97
"Oct 08, 2015",243.07,18515300,242.18,244.25,242.3
"Oct 09, 2015",242.5,17353100,242.12,244.23,243.93
"Oct 10, 2015",243.74,15912700,243.07,245.32,244.94
"Oct 11, 2015",244.74,16827300,244.15,247.24,247.05
"Oct 12, 2015",246.88,17388300,245.18,247.45,245.31
"Oct 13, 2015",245.2,28198500,243.76,250.24,249.51
"Oct 14, 2015",249.49,27462600,248.9,254.28,251.99
"Oct 15, 2015",252.11,25223500,252.05,255.96,254.32
"Oct 16, 2015",254.3,35901500,253.93,266.13,262.87
"Oct 17, 2015",262.75,43199600,262.37,273.58,270.64
"Oct 18, 2015",270.91,22434300,260.78,271.67,261.64
"Oct 19, 2015",261.86,25258800,260.95,264.82,263.44
"Oct 20, 2015",263.57,30889800,263.23,270.83,269.46
"Oct 21, 2015",269.31,25637300,263.84,270.77,266.27
"Oct 22, 2015",266.5,37808600,266.13,276.51,274.02
"Oct 23, 2015",273.65,29442500,273.54,278.68,276.5
"Oct 24, 2015",276.5,25942400,276.5,281.71,281.65
"Oct 25, 2015",281.44,45717100,281.44,294.06,283.68
"Oct 26, 2015",283.63,32108800,280.51,285.3,285.3
"Oct 27, 2015",285.18,46331800,285.01,296.21,293.79
"Oct 28, 2015",293.7,50808100,293.7,306.33,304.62
"Oct 29, 2015",304.32,64495900,301.82,318.17,313.86
"Oct 30, 2015",313.94,78305000,313.94,334.17,328.01
"Oct 31, 2015",328.51,48598100,309.25,332.78,314.17
"Nov 01, 2015",315,37001100,311.88,327.47,325.43
"Nov 02, 2015",325.94,101918000,323.21,365.36,361.19
"Nov 03, 2015",361.87,206162000,357.65,417.9,403.42
"Nov 04, 2015",403.66,263900000,380.55,495.56,411.56
"Nov 05, 2015",408.08,151825000,374.58,447.56,386.35
"Nov 06, 2015",388.05,122687000,354.02,395.84,374.47
"Nov 07, 2015",374.27,56625100,372.43,390.59,386.48
"Nov 08, 2015",384.28,51817600,368.7,389.89,373.37
"Nov 09, 2015",374.32,68224400,362.89,385.28,380.26
"Nov 10, 2015",379.98,95797900,329.11,381.39,336.82
"Nov 11, 2015",339.82,107070000,301,340.58,311.08
"Nov 12, 2015",314.08,78477800,313.36,345.08,338.15
"Nov 13, 2015",338.5,52003000,326.07,340.91,336.75
"Nov 14, 2015",336.62,38612000,329.97,338.18,332.91
"Nov 15, 2015",333.05,44213100,317.49,334.66,320.17
"Nov 16, 2015",319.74,47980100,315.9,331.63,330.75
"Nov 17, 2015",330.36,51001600,329.61,338.35,335.09
"Nov 18, 2015",334.59,43783800,330.64,336.53,334.59
"Nov 19, 2015",334.68,45011100,325.27,335.33,326.15
"Nov 20, 2015",326.41,53152900,312.22,326.47,322.02
"Nov 21, 2015",322.09,28200500,319.6,328.16,326.93
"Nov 22, 2015",326.98,23439400,321.26,327.01,324.54
"Nov 23, 2015",324.35,27478900,321.29,325.12,323.05
"Nov 24, 2015",323.01,29362600,318.12,323.06,320.05
"Nov 25, 2015",320.05,41666900,316.77,329.13,328.21
"Nov 26, 2015",328.3,106105000,328.23,366.76,352.68
"Nov 27, 2015",351.86,55179100,347.87,363.59,358.04
"Nov 28, 2015",357.14,36816600,352.17,359.54,357.38
"Nov 29, 2015",357.47,40409300,355.67,371.94,371.29
"Nov 30, 2015",371.44,71701600,370.38,382.36,377.32
"Dec 01, 2015",377.41,60452200,356.56,378.93,362.49
"Dec 02, 2015",361.85,54160500,349.46,362.23,359.19
"Dec 03, 2015",359.33,50714900,357.41,370.27,361.05
"Dec 04, 2015",361.26,35784100,355.76,363.52,363.18
"Dec 05, 2015",363.72,66282200,363.23,389.79,388.95
"Dec 06, 2015",389.56,77762000,387.09,402.81,388.78
"Dec 07, 2015",389.98,63455800,385.41,399.97,395.54
"Dec 08, 2015",395.75,57801400,389.95,415.56,415.56
"Dec 09, 2015",414.44,90917200,406.29,423.12,417.56
"Dec 10, 2015",417.99,52138900,411.55,419.51,415.48
"Dec 11, 2015",415.28,110944000,415.28,451.94,451.94
"Dec 12, 2015",452.33,131969000,410.74,469.1,435
"Dec 13, 2015",431.66,55050600,426.27,441.68,433.75
"Dec 14, 2015",433.27,130496000,430.46,447.14,444.18
"Dec 15, 2015",443.88,83121100,443.88,465.32,465.32
"Dec 16, 2015",465.21,107944000,443.85,465.21,454.93
"Dec 17, 2015",454.78,47978400,448.86,457.86,456.08
"Dec 18, 2015",455.85,60220100,454.94,465.18,463.62
"Dec 19, 2015",463.55,47892700,456.76,465.58,462.32
"Dec 20, 2015",462.23,75409400,434.34,462.64,442.69
"Dec 21, 2015",442.84,77639700,427.31,444.73,438.64
"Dec 22, 2015",437.44,50840400,435.52,443.69,436.57
"Dec 23, 2015",436.72,47161400,436.62,444.53,442.4
"Dec 24, 2015",443.09,57157200,443.08,458.46,454.99
"Dec 25, 2015",454.86,39078500,452.07,458.31,455.65
"Dec 26, 2015",455.76,116166000,405.76,457.49,417.27
"Dec 27, 2015",416.51,53591200,408.88,424.01,422.82
"Dec 28, 2015",423.34,49638600,418.48,429.77,422.28
"Dec 29, 2015",422.1,51596500,420.63,432.98,432.98
"Dec 30, 2015",433.3,46889400,422.08,434.39,426.62
"Dec 31, 2015",425.88,45996600,418.74,432.92,430.57
"Jan 01, 2016",430.72,36278900,427.51,436.25,434.33
"Jan 02, 2016",434.62,30096600,431.87,436.06,433.44
"Jan 03, 2016",433.58,39633800,424.71,433.74,430.01
"Jan 04, 2016",430.06,38477500,429.08,434.52,433.09
"Jan 05, 2016",433.07,34522600,429.68,434.18,431.96
"Jan 06, 2016",431.86,34042500,426.34,431.86,429.11
"Jan 07, 2016",430.01,87562200,429.08,458.77,458.05
"Jan 08, 2016",457.54,56993000,447.94,462.93,453.23
"Jan 09, 2016",453.38,32278000,446.89,454.64,447.61
"Jan 10, 2016",448.24,35995900,440.35,448.31,447.99
"Jan 11, 2016",448.7,40450000,443.86,450.66,448.43
"Jan 12, 2016",448.18,115607000,435.69,448.18,435.69
"Jan 13, 2016",434.67,173888000,424.44,435.19,432.37
"Jan 14, 2016",432.29,43945500,427.85,433.32,430.31
"Jan 15, 2016",430.25,153351000,364.33,430.25,364.33
"Jan 16, 2016",365.07,120352000,354.91,390.56,387.54
"Jan 17, 2016",387.15,45319600,380.09,390.96,382.3
"Jan 18, 2016",381.73,54403900,376.67,388.1,387.17
"Jan 19, 2016",387.03,46819800,378.97,387.73,380.15
"Jan 20, 2016",379.74,121720000,376.6,425.27,420.23
"Jan 21, 2016",419.63,68338000,406.3,422.88,410.26
"Jan 22, 2016",409.75,91546600,375.28,410.41,382.49
"Jan 23, 2016",382.43,56247400,381.98,394.54,387.49
"Jan 24, 2016",388.1,54824800,387.51,405.49,402.97
"Jan 25, 2016",402.32,59062400,388.55,402.32,391.73
"Jan 26, 2016",392,58147000,390.57,397.77,392.15
"Jan 27, 2016",392.44,47424400,391.78,396.84,394.97
"Jan 28, 2016",395.15,59247900,379.74,395.5,380.29
"Jan 29, 2016",380.11,86125300,365.45,384.38,379.47
"Jan 30, 2016",378.87,30284400,376.49,380.92,378.25
"Jan 31, 2016",378.29,37894300,367.83,380.35,368.77
"Feb 01, 2016",369.35,51656700,367.96,378.07,373.06
"Feb 02, 2016",372.92,40378700,372.92,375.88,374.45
"Feb 03, 2016",374.65,45933400,368.05,374.95,369.95
"Feb 04, 2016",370.17,69285500,369.99,391.61,389.59
"Feb 05, 2016",388.9,43825000,385.57,391.09,386.55
"Feb 06, 2016",386.59,49249300,372.39,386.63,376.52
"Feb 07, 2016",376.51,37076300,374.9,380.87,376.62
"Feb 08, 2016",376.76,47671100,373.33,379.88,373.45
"Feb 09, 2016",373.42,55318500,372.9,377.25,376.03
"Feb 10, 2016",376.15,85130900,375.78,385.48,381.65
"Feb 11, 2016",382.11,74375600,376.4,383.13,379.65
"Feb 12, 2016",379.69,67042800,379.6,384.95,384.26
"Feb 13, 2016",384.64,61911700,384.64,391.86,391.86
"Feb 14, 2016",392.93,74469800,392.93,407.23,407.23
"Feb 15, 2016",407.57,74070500,397.75,410.38,400.19
"Feb 16, 2016",401.43,73093100,401.43,408.94,407.49
"Feb 17, 2016",407.66,83193600,406.78,421.17,416.32
"Feb 18, 2016",416.57,76752600,415.64,426,422.37
"Feb 19, 2016",422.73,55711300,417.6,423.1,420.79
"Feb 20, 2016",421.6,93992100,421.6,441.98,437.16
"Feb 21, 2016",437.77,89820700,429.08,448.05,438.8
"Feb 22, 2016",438.99,85385200,432.92,439.05,437.75
"Feb 23, 2016",438.25,85244900,417.82,439.86,420.74
"Feb 24, 2016",420.96,67743700,413.91,425.55,424.95
"Feb 25, 2016",425.04,70798000,420.42,427.72,424.54
"Feb 26, 2016",424.63,61486000,421.62,432.15,432.15
"Feb 27, 2016",432.84,41893600,428.1,434.23,432.52
"Feb 28, 2016",432.57,53033400,423.82,435.68,433.5
"Feb 29, 2016",433.44,60694700,431.69,441.51,437.7
"Mar 01, 2016",437.92,74895800,432.32,439.65,435.12
"Mar 02, 2016",435.13,74955300,423.99,435.92,423.99
"Mar 03, 2016",423.91,100484000,419.41,425.37,421.65
"Mar 04, 2016",421.84,90856100,410.94,425.18,410.94
"Mar 05, 2016",410.78,135385000,394.04,411.26,400.57
"Mar 06, 2016",400.52,91212500,395.78,411.91,407.71
"Mar 07, 2016",407.76,85762400,406.31,415.92,414.32
"Mar 08, 2016",414.46,70311700,411.09,416.24,413.97
"Mar 09, 2016",413.89,70012300,411.61,416.03,414.86
"Mar 10, 2016",414.74,81022900,413.25,417.51,417.13
"Mar 11, 2016",417.24,73969700,417.01,423.93,421.69
"Mar 12, 2016",421.61,92712900,410.09,421.8,411.62
"Mar 13, 2016",411.65,74322800,411.64,416.6,414.06
"Mar 14, 2016",414.2,95259400,414.2,416.68,416.44
"Mar 15, 2016",416.39,66781700,414.99,418.13,416.83
"Mar 16, 2016",416.89,65185800,415.91,417.69,417.01
"Mar 17, 2016",417.89,83528600,417.89,421,420.62
"Mar 18, 2016",420.55,104940000,406.14,420.55,409.55
"Mar 19, 2016",409.26,58423000,407.23,410.98,410.44
"Mar 20, 2016",410.4,45947900,410.4,414.63,413.75
"Mar 21, 2016",413.42,61655400,410.38,413.42,413.31
"Mar 22, 2016",413.13,66813300,412.53,418.38,418.09
"Mar 23, 2016",418.16,61444200,417.36,419.27,418.04
"Mar 24, 2016",418.42,68346700,415.49,418.68,416.39
"Mar 25, 2016",416.51,52560000,415.56,418.08,417.18
"Mar 26, 2016",417.37,44650400,416.26,418.99,417.94
"Mar 27, 2016",418.14,71229400,417.71,428.8,426.76
"Mar 28, 2016",426.55,68522800,423.29,426.86,424.23
"Mar 29, 2016",424.3,75411500,412.68,426.2,416.52
"Mar 30, 2016",416.83,66034100,412.5,416.83,414.82
"Mar 31, 2016",415.26,60215200,415.26,418.37,416.73
"Apr 01, 2016",416.76,51235700,415.83,418.17,417.96
"Apr 02, 2016",418.42,45681200,418.42,422.08,420.87
"Apr 03, 2016",421.17,38053700,419.7,421.58,420.9
"Apr 04, 2016",421.3,50634300,419.6,422.34,421.44
"Apr 05, 2016",421.02,60718000,420.61,424.26,424.03
"Apr 06, 2016",424.28,59091000,422.73,424.53,423.41
"Apr 07, 2016",423.62,57858600,420.52,423.66,422.75
"Apr 08, 2016",422.91,63454700,419.63,425.36,420.35
"Apr 09, 2016",420.81,49792700,416.51,420.89,419.41
"Apr 10, 2016",419.59,73478600,419.26,422.44,421.56
"Apr 11, 2016",421.87,50747500,420.53,422.74,422.48
"Apr 12, 2016",422.84,70728800,422.84,427.28,425.19
"Apr 13, 2016",425.63,69060400,422.92,426.66,423.73
"Apr 14, 2016",423.94,45281000,423.01,425.37,424.28
"Apr 15, 2016",424.43,54801500,424.43,429.93,429.71
"Apr 16, 2016",429.57,39392800,428.98,432.63,430.57
"Apr 17, 2016",430.64,52125900,426.08,431.37,427.4
"Apr 18, 2016",427.61,55670900,427.09,429.27,428.59
"Apr 19, 2016",428.7,52810500,428.1,436.02,435.51
"Apr 20, 2016",435.32,72890100,434.41,443.05,441.39
"Apr 21, 2016",441.42,68204700,440.95,450.55,449.43
"Apr 22, 2016",449.69,58804400,444.15,449.81,445.74
"Apr 23, 2016",445.86,50485400,444.33,450.28,450.28
"Apr 24, 2016",450.56,68198400,448.93,460.15,458.56
"Apr 25, 2016",459.12,87091800,453.59,466.62,461.43
"Apr 26, 2016",461.65,78971900,461.62,467.96,466.09
"Apr 27, 2016",466.26,93564900,444.13,467.08,444.69
"Apr 28, 2016",445.04,74064700,436.65,449.55,449.01
"Apr 29, 2016",449.41,49258500,446.02,455.38,455.1
"Apr 30, 2016",455.18,69322600,447.7,455.59,448.32
"May 01, 2016",448.48,40660100,447.93,452.48,451.88
"May 02, 2016",451.93,92127000,441.78,452.44,444.67
"May 03, 2016",444.73,59366400,442.62,451.1,450.3
"May 04, 2016",450.18,50407300,445.63,450.38,446.72
"May 05, 2016",446.71,50440800,445.88,448.51,447.98
"May 06, 2016",447.94,72796800,447.07,461.38,459.6
"May 07, 2016",459.64,38364500,457.32,460.68,458.54
"May 08, 2016",458.43,40315000,455.98,459.42,458.55
"May 09, 2016",458.21,55493100,456.53,462.48,460.48
"May 10, 2016",460.52,58956100,448.95,461.93,450.89
"May 11, 2016",450.86,50605200,450.86,454.58,452.73
"May 12, 2016",452.45,59849300,449.25,454.95,454.77
"May 13, 2016",454.85,60845000,453.45,457.06,455.67
"May 14, 2016",455.82,37209000,454.79,456.84,455.67
"May 15, 2016",455.76,28514000,455.46,458.69,457.57
"May 16, 2016",457.59,59171500,452.94,458.2,454.16
"May 17, 2016",454.01,64100300,453.61,455.07,453.78
"May 18, 2016",453.69,86850100,453.3,456,454.62
"May 19, 2016",454.52,96027400,438.71,454.63,438.71
"May 20, 2016",437.79,81987900,437.39,444.05,442.68
"May 21, 2016",442.97,42762300,441.71,443.78,443.19
"May 22, 2016",443.22,39657600,439.04,443.43,439.32
"May 23, 2016",439.35,50582500,438.82,444.35,444.15
"May 24, 2016",444.29,65783100,443.93,447.1,445.98
"May 25, 2016",446.06,65231000,446.06,450.3,449.6
"May 26, 2016",449.67,65203800,447.9,453.64,453.38
"May 27, 2016",453.52,164781000,453.52,478.15,473.46
"May 28, 2016",473.03,181199000,472.7,533.47,530.04
"May 29, 2016",527.48,148737000,512.18,553.96,526.23
"May 30, 2016",528.47,87958700,522.96,544.35,533.86
"May 31, 2016",534.19,138450000,520.66,546.62,531.39
"Jun 01, 2016",531.11,86061800,525.64,543.08,536.92
"Jun 02, 2016",536.51,60378200,533.08,540.35,537.97
"Jun 03, 2016",537.68,122020000,536.92,574.64,569.19
"Jun 04, 2016",569.71,94925300,564.24,590.13,572.73
"Jun 05, 2016",573.31,68874100,569.18,582.81,574.98
"Jun 06, 2016",574.6,72138900,574.6,586.47,585.54
"Jun 07, 2016",585.45,107770000,567.51,590.26,576.6
"Jun 08, 2016",577.17,80265800,573.13,582.84,581.64
"Jun 09, 2016",582.2,71301000,570.95,582.2,574.63
"Jun 10, 2016",575.84,66991900,573.33,579.13,577.47
"Jun 11, 2016",578.67,82357000,578.67,607.12,606.73
"Jun 12, 2016",609.68,277085000,607.04,684.84,672.78
"Jun 13, 2016",671.65,243295000,664.49,716,704.38
"Jun 14, 2016",704.5,186694000,662.8,704.5,685.56
"Jun 15, 2016",685.68,99223800,672.56,696.3,694.47
"Jun 16, 2016",696.52,271634000,696.52,773.72,766.31
"Jun 17, 2016",768.49,363321000,716.56,775.36,748.91
"Jun 18, 2016",748.76,252718000,733.93,777.99,756.23
"Jun 19, 2016",756.69,136185000,745.63,766.62,763.78
"Jun 20, 2016",763.93,174511000,732.73,764.08,737.23
"Jun 21, 2016",735.88,309944000,639.07,735.88,666.65
"Jun 22, 2016",665.91,266393000,587.48,678.67,596.12
"Jun 23, 2016",597.44,253462000,558.14,629.33,623.98
"Jun 24, 2016",625.58,224317000,625.27,681.73,665.3
"Jun 25, 2016",665.28,126656000,646.56,691.73,665.12
"Jun 26, 2016",665.93,109225000,616.93,665.98,629.37
"Jun 27, 2016",629.35,122134000,620.52,655.27,655.27
"Jun 28, 2016",658.1,138385000,637.77,659.25,647
"Jun 29, 2016",644.12,142456000,628.28,644.68,639.89
"Jun 30, 2016",640.59,138980000,636.61,675.4,673.34
"Jul 01, 2016",672.51,134431000,669.59,686.15,676.3
"Jul 02, 2016",676.73,112354000,676.4,703.7,703.7
"Jul 03, 2016",704.97,129512000,649.01,704.97,658.66
"Jul 04, 2016",658.8,92008400,650.51,683.66,683.66
"Jul 05, 2016",683.21,130476000,665.07,683.49,670.63
"Jul 06, 2016",670.42,134961000,670.42,681.9,677.33
"Jul 07, 2016",678.09,258091000,611.83,682.43,640.56
"Jul 08, 2016",640.69,141970000,636.47,666.71,666.52
"Jul 09, 2016",666.38,180536000,633.4,666.38,650.96
"Jul 10, 2016",650.6,102532000,641.26,652.29,649.36
"Jul 11, 2016",648.48,107910000,644.98,659.63,647.66
"Jul 12, 2016",648.28,138173000,646.78,675.26,664.55
"Jul 13, 2016",664.8,131449000,654.47,668.7,654.47
"Jul 14, 2016",652.92,98511400,652.92,662.9,658.08
"Jul 15, 2016",659.17,81673100,659.04,667.08,663.25
"Jul 16, 2016",663.78,50330200,659.33,666.46,660.77
"Jul 17, 2016",661.99,74407900,661.99,682.37,679.46
"Jul 18, 2016",679.81,69465000,668.63,681.55,673.11
"Jul 19, 2016",672.74,61203300,667.63,673.28,672.86
"Jul 20, 2016",672.81,94636400,663.36,672.93,665.68
"Jul 21, 2016",665.23,60491800,660.41,666.22,665.01
"Jul 22, 2016",664.92,134169000,646.72,666.58,650.62
"Jul 23, 2016",650.73,69532200,648.52,656.37,655.56
"Jul 24, 2016",655.41,118184000,652.79,663.11,661.28
"Jul 25, 2016",661.26,78176500,653.39,661.83,654.1
"Jul 26, 2016",654.23,225135000,645.88,656.23,651.78
"Jul 27, 2016",651.63,147461000,648.45,657.46,654.35
"Jul 28, 2016",654.49,86428400,654.49,657.6,655.03
"Jul 29, 2016",655.11,60703500,654.79,657.8,656.99
"Jul 30, 2016",657.01,38456100,654.21,658.22,655.05
"Jul 31, 2016",655.1,110818000,624.37,655.28,624.68
"Aug 01, 2016",624.6,121887000,605.88,626.12,606.27
"Aug 02, 2016",606.4,330933000,531.33,612.85,547.47
"Aug 03, 2016",548.66,207982000,541.55,573.36,566.36
"Aug 04, 2016",566.33,125292000,565.78,579.5,578.29
"Aug 05, 2016",578.28,66127900,569.98,578.28,575.04
"Aug 06, 2016",575.03,80797300,569.47,588.4,587.78
"Aug 07, 2016",587.77,82398400,586.82,597.51,592.69
"Aug 08, 2016",592.74,61194100,588.05,592.99,591.05
"Aug 09, 2016",591.04,92228100,584.79,591.09,587.8
"Aug 10, 2016",587.65,102905000,586.37,599.98,592.1
"Aug 11, 2016",592.12,74514400,589.12,597.54,589.12
"Aug 12, 2016",588.8,69218000,583.81,589.91,587.56
"Aug 13, 2016",587.36,43563000,584.98,589.77,585.59
"Aug 14, 2016",585.59,60851100,564.78,585.67,570.47
"Aug 15, 2016",570.49,57262300,563.24,573.58,567.24
"Aug 16, 2016",567.24,58405200,566.72,581.74,577.44
"Aug 17, 2016",577.76,54443000,571.43,580.89,573.22
"Aug 18, 2016",573.71,59896600,573.43,577.79,574.32
"Aug 19, 2016",574.34,50631600,574.18,578.24,575.63
"Aug 20, 2016",576.08,45301400,575.46,582.82,581.7
"Aug 21, 2016",581.94,38299400,580.22,584.16,581.31
"Aug 22, 2016",581.31,72844000,580.59,588.45,586.75
"Aug 23, 2016",586.77,85349200,581.63,589.47,583.41
"Aug 24, 2016",583.41,56328200,579.86,583.59,580.18
"Aug 25, 2016",580.18,136130000,575.17,580.45,577.76
"Aug 26, 2016",577.75,48856800,576.86,580.62,579.65
"Aug 27, 2016",579.45,59698300,568.63,579.85,569.95
"Aug 28, 2016",569.83,86301600,569.74,574.04,573.91
"Aug 29, 2016",574.07,110398000,573.47,576.28,574.11
"Aug 30, 2016",574.11,70342400,574.11,578.36,577.5
"Aug 31, 2016",577.59,75840900,573.64,577.86,575.47
"Sep 01, 2016",575.55,76923400,571.81,576.31,572.3
"Sep 02, 2016",572.41,79910800,570.81,575.64,575.54
"Sep 03, 2016",575.55,159014000,574.06,599.5,598.21
"Sep 04, 2016",598.59,97942900,596.85,611.84,608.63
"Sep 05, 2016",608.99,82446800,602.24,609.05,606.59
"Sep 06, 2016",606.51,78529100,605.09,610.83,610.44
"Sep 07, 2016",610.57,75032400,608.51,614.54,614.54
"Sep 08, 2016",614.63,86713000,613.84,628.77,626.32
"Sep 09, 2016",626.35,64550200,620.26,626.83,622.86
"Sep 10, 2016",622.93,45016800,622.39,625.1,623.51
"Sep 11, 2016",623.42,73610800,600.51,628.82,606.72
"Sep 12, 2016",607,72812300,605.41,608.46,608.24
"Sep 13, 2016",608.02,86920600,606.92,611.19,609.24
"Sep 14, 2016",608.84,47877700,608.41,611.95,610.68
"Sep 15, 2016",610.59,59464600,607.15,611.09,607.15
"Sep 16, 2016",607.25,64963400,606.74,609.26,606.97
"Sep 17, 2016",607.22,37140300,605.19,607.86,605.98
"Sep 18, 2016",606.28,48679400,605.86,610.16,609.87
"Sep 19, 2016",609.87,54796400,608.27,610.93,609.23
"Sep 20, 2016",609.25,72710900,607.94,609.52,608.31
"Sep 21, 2016",603.59,82776200,595.88,603.59,597.15
"Sep 22, 2016",597.28,67085300,596.21,598.49,596.3
"Sep 23, 2016",596.2,51067000,595.79,603.21,602.84
"Sep 24, 2016",602.96,35359500,602.04,604.58,602.63
"Sep 25, 2016",602.75,33977800,599.71,603.38,600.83
"Sep 26, 2016",600.81,59153800,600.35,608.14,608.04
"Sep 27, 2016",608.02,49422400,604.11,608.25,606.17
"Sep 28, 2016",606.24,48722600,604.61,606.59,604.73
"Sep 29, 2016",605.02,55658600,604.85,606.82,605.69
"Sep 30, 2016",605.72,56122400,604.14,609.74,609.74
"Oct 01, 2016",609.93,56357000,609.93,615.24,613.98
"Oct 02, 2016",613.95,39249800,609.68,614,610.89
"Oct 03, 2016",610.97,46798300,610.46,612.57,612.13
"Oct 04, 2016",612.05,49801600,609.48,612.05,610.2
"Oct 05, 2016",610.22,68077500,609.62,613.81,612.51
"Oct 06, 2016",612.47,56812100,611.47,613.82,613.02
"Oct 07, 2016",612.61,64071400,611.82,617.91,617.12
"Oct 08, 2016",617.34,42345900,617.34,619.85,619.11
"Oct 09, 2016",619.17,39243400,616.61,619.2,616.75
"Oct 10, 2016",616.82,67481100,616.2,621.32,618.99
"Oct 11, 2016",619.24,103590000,618.5,642.08,641.07
"Oct 12, 2016",640.87,92370200,635.97,641.34,636.19
"Oct 13, 2016",636.03,61620700,635.03,638.83,636.79
"Oct 14, 2016",637.01,58144600,637.01,641.28,640.38
"Oct 15, 2016",640.31,39035400,637.39,642.1,638.65
"Oct 16, 2016",639.08,40298100,638.9,642.9,641.63
"Oct 17, 2016",641.82,58063600,638.66,642.33,639.19
"Oct 18, 2016",639.41,65546700,636,640.74,637.96
"Oct 19, 2016",638.13,69381700,628.01,638.87,630.52
"Oct 20, 2016",630.66,56957300,628.26,631.92,630.86
"Oct 21, 2016",630.83,55951000,630.69,634.09,632.83
"Oct 22, 2016",633.14,78556500,632.85,658.2,657.29
"Oct 23, 2016",657.62,54474600,653.89,661.13,657.07
"Oct 24, 2016",657.16,62218200,652.6,657.25,653.76
"Oct 25, 2016",654,90378800,653.7,664.42,657.59
"Oct 26, 2016",657.68,88877100,657.68,679.73,678.3
"Oct 27, 2016",678.21,96105300,678.04,688.59,688.31
"Oct 28, 2016",688,81145500,684.16,690.44,689.65
"Oct 29, 2016",690.29,134761000,690.05,720.4,714.48
"Oct 30, 2016",714.12,100665000,696.48,714.12,701.86
"Oct 31, 2016",702.64,97064400,691.68,709.29,700.97
"Nov 01, 2016",701.34,130527000,701.34,736.45,729.79
"Nov 02, 2016",730.07,84865200,722.35,740.83,740.83
"Nov 03, 2016",742.35,172808000,678.16,745.77,688.7
"Nov 04, 2016",689.12,99907700,685.56,706.93,703.24
"Nov 05, 2016",703.52,53752300,697.74,707.51,703.42
"Nov 06, 2016",703.81,59902200,699.56,714.26,711.52
"Nov 07, 2016",710.74,65047100,699.9,710.74,703.13
"Nov 08, 2016",703.09,79660800,702.39,712.99,709.85
"Nov 09, 2016",709.83,132429000,708.61,740.05,723.27
"Nov 10, 2016",722.84,68807800,711.21,723.02,715.53
"Nov 11, 2016",715.55,63119700,714.41,718.32,716.41
"Nov 12, 2016",716.75,64622500,704.03,717.15,705.05
"Nov 13, 2016",705.2,80318100,687.32,705.26,702.03
"Nov 14, 2016",702,62993000,699.81,706.28,705.02
"Nov 15, 2016",705.79,72038500,705.26,715.72,711.62
"Nov 16, 2016",711.17,141294000,709.04,747.62,744.2
"Nov 17, 2016",744.88,108579000,739.51,755.64,740.98
"Nov 18, 2016",740.71,87363100,736.89,752.88,751.59
"Nov 19, 2016",751.83,110608000,744.47,756.24,751.62
"Nov 20, 2016",751.88,154116000,717.94,755.48,731.03
"Nov 21, 2016",731.26,60802400,730.51,741.72,739.25
"Nov 22, 2016",739.64,129906000,736.53,753.87,751.35
"Nov 23, 2016",751.74,76543800,738.92,752.25,744.59
"Nov 24, 2016",744.62,85919300,733.49,746.83,740.29
"Nov 25, 2016",740.44,67807600,734.59,741.65,741.65
"Nov 26, 2016",741.51,54962700,729.63,742.21,735.38
"Nov 27, 2016",735.44,52601800,731.09,739.02,732.03
"Nov 28, 2016",732.48,61888600,732.48,738.01,735.81
"Nov 29, 2016",736.33,68511100,734.56,737.47,735.6
"Nov 30, 2016",736.28,84070800,736.26,747.93,745.69
"Dec 01, 2016",746.05,80461900,746.05,758.27,756.77
"Dec 02, 2016",757.54,127605000,757.54,781.3,777.94
"Dec 03, 2016",778.25,69547300,764.86,778.25,771.15
"Dec 04, 2016",771.64,60557900,768.16,773.87,773.87
"Dec 05, 2016",773.39,106363000,751.71,773.47,758.7
"Dec 06, 2016",758.72,116218000,758.72,765.62,764.22
"Dec 07, 2016",764.21,96426100,759.75,771.54,768.13
"Dec 08, 2016",768.08,80111900,765.95,774.7,770.81
"Dec 09, 2016",769.94,68705300,769.65,774.53,772.79
"Dec 10, 2016",773.02,53843100,772.91,777.09,774.65
"Dec 11, 2016",774.75,57313400,765.41,774.8,769.73
"Dec 12, 2016",770.04,76571000,770.04,781.92,780.09
"Dec 13, 2016",780.65,81645600,777.96,788.46,780.56
